State,Covered Entity Type,Individuals Affected,Type of Breach,Location of Breached Information,Business Associate Present
VA,Healthcare Provider,4873,Theft,Other Portable Electronic Device,No
NV,Business Associate,5713,Loss,Other Portable Electronic Device,Yes
CT,Healthcare Provider,5827,Theft,"Laptop, Other Portable Electronic Device",No
NY,Healthcare Provider,13000,Theft,Laptop,No
MO,Healthcare Provider,,,,No
CA,Healthcare Provider,3031,Theft,Desktop Computer,No
KY,Healthcare Provider,2500,Unauthorized Access/Disclosure,Email,No
GA,Business Associate,13074,Improper Disposal,Paper/Films,Yes
CA,Healthcare Provider,65700,Theft,Laptop,No
KY,Healthcare Provider,2376,Theft,Other Portable Electronic Device,No
FL,Healthcare Provider,13000,"Hacking/IT Incident, Theft, Unauthorized Access/Disclosure",Network Server,No
TN,Healthcare Provider,27799,Theft,Laptop,No
CA,Healthcare Provider,116506,Theft,Laptop,No
GA,Healthcare Provider,3440,Theft,Other,No
CA,Healthcare Provider,980,Theft,Desktop Computer,No
CA,Health Plan,18000,Other,Paper/Films,No
NJ,Healthcare Provider,638,Theft,Paper/Films,No
IN,Healthcare Provider,2900,Hacking/IT Incident,Network Server,No
IL,Health Plan,,Theft,Paper/Films,No
IL,Healthcare Provider,1500,Theft,Paper/Films,No
RI,Healthcare Provider,955,Theft,Paper/Films,No
OH,Healthcare Provider,500,Improper Disposal,Paper/Films,No
HI,Healthcare Provider,,Unauthorized Access/Disclosure,Desktop Computer,No
NY,Business Associate,1017,Theft,Network Server,Yes
IL,Business Associate,508,Theft,Paper/Films,Yes
MI,Healthcare Provider,2777,Loss,"Other, Other Portable Electronic Device",No
OH,Health Plan,,Theft,Laptop,No
IN,Healthcare Provider,,,,No
FL,Healthcare Provider,2560,Theft,Electronic Medical Record,No
LA,Healthcare Provider,10271,"Theft, Unauthorized Access/Disclosure",Electronic Medical Record,No
RI,Healthcare Provider,14004,Loss,Other Portable Electronic Device,No
CO,Healthcare Provider,6262,Loss,Paper/Films,No
IL,Healthcare Provider,3897,Loss,Other Portable Electronic Device,No
TX,Healthcare Provider,5748,Loss,Other Portable Electronic Device,No
CA,Health Plan,18000,Other,Other,No
HI,Healthcare Provider,674,Hacking/IT Incident,Desktop Computer,No
NM,Healthcare Provider,,Theft,Laptop,No
CT,Healthcare Provider,14511,Theft,Other Portable Electronic Device,No
NM,Healthcare Provider,540,Theft,Laptop,No
TX,Business Associate,501,"Improper Disposal, Theft","Network Server, Paper/Films",Yes
MA,Healthcare Provider,615,Theft,Desktop Computer,No
IN,Business Associate,2575,Other,Other,Yes
GA,Healthcare Provider,1306,Theft,Paper/Films,No
CT,Healthcare Provider,1749,Theft,Desktop Computer,No
FL,Healthcare Clearing House,10000,Theft,Desktop Computer,No
OH,Healthcare Provider,613,Theft,Laptop,No
IL,Business Associate,500,Unauthorized Access/Disclosure,Network Server,Yes
NC,Healthcare Provider,1100,Improper Disposal,Paper/Films,No
CA,Healthcare Provider,1370,Unauthorized Access/Disclosure,Paper/Films,No
,,,,,
CA,Business Associate,1500,"Theft, Unauthorized Access/Disclosure",Desktop Computer,Yes
RI,Healthcare Provider,683,Theft,Laptop,No
VA,Healthcare Provider,1846,Loss,Other Portable Electronic Device,No
NC,Healthcare Provider,5600,Hacking/IT Incident,Email,No
FL,Healthcare Provider,4907,Theft,Paper/Films,No
TX,Healthcare Provider,6601,Unauthorized Access/Disclosure,"Network Server, Other",No
,,,,,
,,,,,
,,,,,
NY,Healthcare Provider,4929,Theft,Desktop Computer,No
AR,Health Plan,2863,Other,Paper/Films,No
OH,Healthcare Provider,850,Theft,"Laptop, Network Server",No
NY,,28187,Unauthorized Access/Disclosure,Other,Yes
AZ,Healthcare Provider,35488,Theft,Paper/Films,No
CA,Health Plan,2643,Unauthorized Access/Disclosure,Other,No
MI,Healthcare Provider,4100,Other,Laptop,No
IN,Healthcare Provider,28893,Theft,Laptop,No
NJ,Healthcare Provider,27800,"Hacking/IT Incident, Theft",Network Server,No
KY,Business Associate,1090,Theft,Laptop,Yes
MA,Business Associate,4343,Hacking/IT Incident,Network Server,Yes
CA,Business Associate,56820,Theft,Laptop,Yes
TX,Healthcare Provider,2988,Hacking/IT Incident,Desktop Computer,No
NY,Health Plan,1771,Theft,Paper/Films,No
CA,Healthcare Provider,532,Theft,Desktop Computer,No
MA,Business Associate,4125,Hacking/IT Incident,Network Server,Yes
NV,Healthcare Provider,1483,Improper Disposal,Paper/Films,No
OH,Business Associate,635,Unauthorized Access/Disclosure,Paper/Films,Yes
AZ,Health Plan,852,Unauthorized Access/Disclosure,Paper/Films,No
MA,Business Associate,7250,Hacking/IT Incident,Network Server,Yes
LA,Healthcare Provider,1400,Theft,Laptop,No
MA,Business Associate,4100,Hacking/IT Incident,Network Server,Yes
NY,Healthcare Provider,19178,Theft,Laptop,No
MO,Healthcare Provider,1105,Theft,Laptop,No
,,,,,
MD,Healthcare Provider,3230,Theft,Laptop,No
PA,Healthcare Provider,1184,Loss,Other,No
TX,Healthcare Provider,678,Unauthorized Access/Disclosure,Electronic Medical Record,No
NY,Business Associate,725,Theft,Paper/Films,Yes
CA,Healthcare Provider,,Theft,Laptop,No
TX,Healthcare Provider,29021,Theft,Laptop,No
WI,Healthcare Provider,2400,Theft,Paper/Films,No
IL,Business Associate,8911,Theft,Desktop Computer,Yes
LA,Business Associate,16988,Improper Disposal,Paper/Films,Yes
AL,Healthcare Provider,2400,Theft,Desktop Computer,No
GA,Business Associate,1103,Theft,Laptop,Yes
NC,Business Associate,1000,Theft,Desktop Computer,Yes
FL,Healthcare Provider,1200,Theft,Laptop,No
GA,Healthcare Provider,500,Loss,Laptop,No
MD,Healthcare Provider,5822,Theft,Laptop,No
CA,Business Associate,1368,"Other, Theft",Paper/Films,Yes
WI,Healthcare Provider,43549,Unauthorized Access/Disclosure,Other,No
FL,Healthcare Provider,566,Other,Paper/Films,No
MA,Healthcare Provider,716,Theft,Other Portable Electronic Device,No
MO,Healthcare Provider,4027,Theft,Laptop,No
GA,Healthcare Provider,1819,Theft,Laptop,No
NM,Healthcare Provider,778,Theft,Laptop,No
GA,Healthcare Provider,18000,Unauthorized Access/Disclosure,Network Server,No
FL,,3667,Unauthorized Access/Disclosure,Paper/Films,Yes
,,,,,
SD,Healthcare Provider,8500,Theft,Desktop Computer,No
AZ,Healthcare Provider,501,Theft,Laptop,No
CA,Healthcare Provider,109000,Theft,Desktop Computer,No
CA,Health Plan,686,Theft,Paper/Films,No
GA,Healthcare Provider,3000,Theft,Laptop,No
OH,Business Associate,2261,Theft,Paper/Films,Yes
NY,Business Associate,28187,Theft,Other Portable Electronic Device,Yes
IL,Business Associate,500,Unauthorized Access/Disclosure,Other,Yes
FL,Healthcare Provider,834,Unauthorized Access/Disclosure,Electronic Medical Record,No
PA,Healthcare Provider,527,Theft,Paper/Films,No
ME,Healthcare Provider,1920,Other,Email,No
CA,Business Associate,18162,Theft,Laptop,Yes
MA,Business Associate,6332,Loss,Other Portable Electronic Device,Yes
OH,Healthcare Provider,1200,Theft,Desktop Computer,No
CT,Healthcare Provider,1382,Unauthorized Access/Disclosure,Network Server,No
FL,Healthcare Provider,12299,Theft,Laptop,No
MN,Business Associate,6400,Hacking/IT Incident,Network Server,Yes
IN,Business Associate,1678,"Theft, Unauthorized Access/Disclosure",Network Server,Yes
FL,Healthcare Provider,628,Theft,"Desktop Computer, Paper/Films",No
OR,Healthcare Provider,3269,Theft,"Desktop Computer, Electronic Medical Record",No
,,,,,
MA,Healthcare Provider,8727,Hacking/IT Incident,Network Server,No
MS,Healthcare Provider,500,Loss,Laptop,No
UT,Healthcare Provider,2600,"Loss, Other, Theft",Paper/Films,No
TX,Healthcare Provider,697,Unauthorized Access/Disclosure,Paper/Films,No
OR,Healthcare Provider,,Theft,Laptop,No
RI,Healthcare Provider,2082,"Other, Unknown",Paper/Films,No
WA,Business Associate,629,Theft,Laptop,Yes
CA,Business Associate,2400,Unauthorized Access/Disclosure,Paper/Films,Yes
FL,Healthcare Provider,1025,Theft,Electronic Medical Record,No
FL,Healthcare Provider,14519,"Other, Theft, Unauthorized Access/Disclosure",Network Server,No
IL,Healthcare Provider,12542,Theft,Electronic Medical Record,No
VA,Business Associate,2360,Theft,Network Server,Yes
NC,Healthcare Provider,5370,"Theft, Unauthorized Access/Disclosure","Laptop, Paper/Films",No
TX,Healthcare Provider,554,Theft,Paper/Films,No
PA,Business Associate,3794,Unauthorized Access/Disclosure,Paper/Films,Yes
SC,Healthcare Provider,7405,Theft,Laptop,No
MO,Healthcare Provider,589,Theft,Paper/Films,No
OR,Healthcare Provider,1076,Theft,Laptop,No
IN,Healthcare Provider,3131,Unauthorized Access/Disclosure,Other,No
NY,Healthcare Provider,1416,Theft,Desktop Computer,No
TX,Healthcare Provider,818,Other,Email,No
UT,Healthcare Provider,857,Unauthorized Access/Disclosure,Other,No
UT,Healthcare Provider,700,Theft,Desktop Computer,No
CA,Business Associate,14829,Loss,Paper/Films,Yes
NC,Healthcare Provider,17300,"Improper Disposal, Theft, Unauthorized Access/Disclosure",Paper/Films,No
NC,Healthcare Provider,1580,Theft,Desktop Computer,No
AZ,Healthcare Provider,3800,Theft,Other Portable Electronic Device,No
OH,Healthcare Provider,2500,Theft,Other,No
NY,Healthcare Provider,537,Loss,Other Portable Electronic Device,No
PA,Business Associate,22000,Theft,Other Portable Electronic Device,Yes
TX,Business Associate,189489,Improper Disposal,Paper/Films,Yes
WA,Healthcare Provider,750,Improper Disposal,Paper/Films,No
TN,Healthcare Provider,1180,Unauthorized Access/Disclosure,Email,No
NC,Business Associate,9988,Hacking/IT Incident,Network Server,Yes
TN,Business Associate,539,Other,Desktop Computer,Yes
NC,Business Associate,1924,Hacking/IT Incident,Network Server,Yes
IN,Healthcare Provider,10350,Theft,Laptop,No
NY,Healthcare Provider,10000,Unauthorized Access/Disclosure,Email,No
OH,Healthcare Provider,9577,Loss,Laptop,No
PA,Healthcare Provider,7803,Hacking/IT Incident,Network Server,No
IN,Business Associate,5388,Improper Disposal,Other,Yes
IN,Healthcare Provider,2723,Hacking/IT Incident,Desktop Computer,No
AR,Healthcare Provider,1900,"Theft, Unauthorized Access/Disclosure",Other,No
CA,Business Associate,3164,Theft,Laptop,Yes
NY,Healthcare Provider,2434,Theft,Laptop,No
CA,Healthcare Provider,1386,Other,Other,No
VA,Healthcare Provider,5764,Theft,Electronic Medical Record,No
FL,Healthcare Provider,5875,"Theft, Unauthorized Access/Disclosure",Electronic Medical Record,No
OH,Healthcare Provider,1167,Theft,Email,No
MA,Healthcare Provider,1670,Hacking/IT Incident,Desktop Computer,No
FL,Healthcare Provider,877,Unauthorized Access/Disclosure,Desktop Computer,No
CA,Healthcare Provider,12900,Theft,Laptop,No
NC,Healthcare Provider,1093,Theft,Paper/Films,No
OR,Healthcare Provider,959,Unauthorized Access/Disclosure,Paper/Films,No
MO,Health Plan,1127,Improper Disposal,Email,No
FL,Healthcare Provider,9626,"Theft, Unauthorized Access/Disclosure","Desktop Computer, Electronic Medical Record, Email, Network Server, Paper/Films",No
FL,Healthcare Provider,5200,Theft,Paper/Films,No
IA,Healthcare Provider,7335,"Loss, Unknown",Other,No
NE,Healthcare Provider,2125,Loss,Other Portable Electronic Device,No
TX,Healthcare Provider,1955,Theft,Laptop,No
PR,Business Associate,679,Theft,Laptop,Yes
IN,Business Associate,187533,Other,Paper/Films,Yes
AZ,Business Associate,4305,Theft,Paper/Films,Yes
CA,Health Plan,8331,Other,Paper/Films,No
FL,Healthcare Provider,900,Theft,Laptop,No
OH,Healthcare Provider,2203,Theft,Paper/Films,No
NC,Healthcare Provider,609,Other,Email,No
CA,Healthcare Provider,4479,Unauthorized Access/Disclosure,Email,Yes
IL,Business Associate,3133,Other,Paper/Films,Yes
CA,Business Associate,4718,Loss,Paper/Films,Yes
TX,Healthcare Provider,2462,Theft,Laptop,No
MN,Healthcare Provider,2764,Theft,Paper/Films,No
TX,Business Associate,277014,Improper Disposal,Other,Yes
CA,Healthcare Provider,2864,Unauthorized Access/Disclosure,Electronic Medical Record,No
IL,Healthcare Provider,,,,No
WY,Healthcare Provider,2700,Unauthorized Access/Disclosure,Desktop Computer,Yes
MO,Healthcare Provider,4560,Unauthorized Access/Disclosure,Other,Yes
TX,Health Plan,21000,Unauthorized Access/Disclosure,Desktop Computer,No
CA,Business Associate,800,"Hacking/IT Incident, Theft, Unauthorized Access/Disclosure","Desktop Computer, Network Server",Yes
WV,Healthcare Provider,,,,No
FL,Healthcare Provider,710,Theft,Desktop Computer,No
NY,Healthcare Provider,2700,Loss,Other Portable Electronic Device,No
LA,Healthcare Provider,6994,Unauthorized Access/Disclosure,Desktop Computer,No
LA,Healthcare Provider,,,,No
OR,Healthcare Provider,1361,Unauthorized Access/Disclosure,Other,No
CA,Healthcare Provider,,,,No
CO,Healthcare Provider,532,Unauthorized Access/Disclosure,Email,No
CA,Healthcare Provider,1837,Theft,Laptop,No
MO,Healthcare Provider,1357,Unauthorized Access/Disclosure,Paper/Films,Yes
AR,Business Associate,1911,Theft,Laptop,Yes
TX,Healthcare Provider,940,Unauthorized Access/Disclosure,Other Portable Electronic Device,No
NV,Business Associate,32151,Unauthorized Access/Disclosure,Network Server,Yes
OH,Healthcare Provider,2045,Theft,Laptop,No
IN,Healthcare Provider,1396,Unauthorized Access/Disclosure,Electronic Medical Record,No
IN,Business Associate,5497,Theft,Other,Yes
MO,Business Associate,1357,Unauthorized Access/Disclosure,Paper/Films,Yes
TN,Healthcare Provider,5690,Unauthorized Access/Disclosure,Laptop,No
CA,Healthcare Provider,1033,Other,Paper/Films,No
TX,Healthcare Provider,3200,"Loss, Theft",Other Portable Electronic Device,No
ND,Health Plan,10000,Improper Disposal,"Desktop Computer, Other, Other Portable Electronic Device, Paper/Films",No
FL,Healthcare Provider,1471,Theft,"Other, Paper/Films",No
IL,Healthcare Provider,4029530,Theft,Desktop Computer,No
CO,Healthcare Provider,921,Hacking/IT Incident,Desktop Computer,No
TX,Healthcare Provider,596,Theft,Laptop,No
TN,Business Associate,32000,Theft,Network Server,Yes
GA,Healthcare Provider,654,Unauthorized Access/Disclosure,Email,No
MO,Healthcare Provider,2600,Theft,"Laptop, Other Portable Electronic Device",No
IN,Health Plan,,Theft,Desktop Computer,No
CO,Healthcare Provider,1500,Theft,Laptop,No
MO,Healthcare Provider,10000,Theft,"Desktop Computer, Network Server",No
OR,Health Plan,647,Unauthorized Access/Disclosure,Electronic Medical Record,No
CA,Healthcare Provider,2182,Theft,Laptop,No
IL,Business Associate,1290,Hacking/IT Incident,Other,Yes
PR,Business Associate,5000,Theft,Network Server,Yes
FL,Healthcare Provider,915,Theft,Other Portable Electronic Device,No
TN,Healthcare Provider,4268,Loss,Other,No
SC,Healthcare Clearing House,4204,Improper Disposal,Other,No
IL,Healthcare Provider,2029,Hacking/IT Incident,Network Server,Yes
IL,Healthcare Provider,998,Hacking/IT Incident,Network Server,Yes
NY,Healthcare Provider,8000,Theft,Network Server,No
FL,Healthcare Provider,915,Unknown,Other,No
CA,Healthcare Provider,1009,Unauthorized Access/Disclosure,Electronic Medical Record,No
MO,Business Associate,25461,Unauthorized Access/Disclosure,Paper/Films,Yes
FL,Healthcare Provider,9900,"Theft, Unauthorized Access/Disclosure","Desktop Computer, Network Server",No
VA,Healthcare Provider,10228,Theft,Email,No
OH,Healthcare Provider,1360,Theft,Laptop,No
CA,Healthcare Provider,579,Theft,Laptop,No
CO,Healthcare Provider,3512,Theft,Laptop,Yes
OH,Healthcare Provider,517,Theft,"Desktop Computer, Network Server",No
TN,Healthcare Provider,6932,Theft,Laptop,No
NJ,Healthcare Provider,2500,Theft,Laptop,No
IA,Healthcare Provider,1825,Unauthorized Access/Disclosure,Electronic Medical Record,No
GA,Healthcare Provider,5232,Theft,Email,Yes
CA,Healthcare Provider,3553,Theft,"Laptop, Paper/Films",No
PA,Healthcare Provider,2350,Theft,Paper/Films,No
WA,Healthcare Provider,1015,Other,Paper/Films,No
PA,Healthcare Provider,2810,Theft,Laptop,No
NC,Healthcare Provider,1310,Hacking/IT Incident,Email,No
NY,Healthcare Provider,1586,Improper Disposal,Paper/Films,No
TN,Business Associate,4330,Unauthorized Access/Disclosure,Paper/Films,Yes
MO,Healthcare Provider,3100,Unauthorized Access/Disclosure,Email,No
IL,Business Associate,7120,Hacking/IT Incident,Network Server,Yes
MI,Healthcare Provider,3947,Hacking/IT Incident,Network Server,No
IN,Healthcare Provider,566,Theft,Laptop,No
CO,Healthcare Provider,606,Improper Disposal,Paper/Films,No
IL,Healthcare Provider,1067,Unauthorized Access/Disclosure,Email,No
VT,Healthcare Provider,550,Theft,Laptop,No
AK,Healthcare Provider,1556,Unauthorized Access/Disclosure,Email,No
FL,Healthcare Provider,960,Unauthorized Access/Disclosure,Desktop Computer,No
NY,Healthcare Provider,610,Loss,Other Portable Electronic Device,No
TX,Healthcare Provider,949,Theft,Desktop Computer,No
MI,Healthcare Provider,3947,Hacking/IT Incident,Network Server,No
TX,Healthcare Provider,5500,Theft,Laptop,No
NY,Healthcare Provider,10930,Unauthorized Access/Disclosure,Network Server,Yes
NY,Healthcare Provider,37000,Unauthorized Access/Disclosure,Network Server,Yes
CA,Healthcare Provider,3833,Theft,Laptop,No
WI,Healthcare Provider,631,Theft,Laptop,No
CA,Healthcare Provider,729000,Theft,Laptop,No
TX,Healthcare Provider,5840,Theft,Desktop Computer,No
FL,Business Associate,603,Improper Disposal,Paper/Films,Yes
FL,Healthcare Provider,10680,Unauthorized Access/Disclosure,Laptop,No
PA,Healthcare Clearing House,2300,Unauthorized Access/Disclosure,Network Server,No
IL,Healthcare Provider,2237,Theft,Laptop,No
SC,Healthcare Provider,3500,Theft,Laptop,No
TX,Health Plan,6284,Other,Paper/Films,No
PA,Healthcare Provider,1167,Loss,Other Portable Electronic Device,No
CO,Healthcare Provider,651,"Theft, Unauthorized Access/Disclosure",Electronic Medical Record,No
MN,Healthcare Provider,3807,Unauthorized Access/Disclosure,Electronic Medical Record,No
NJ,Healthcare Provider,1100,Theft,Laptop,No
CA,Healthcare Provider,11500,Theft,Laptop,No
NC,Health Plan,687,Unauthorized Access/Disclosure,Paper/Films,No
NC,Healthcare Provider,1315,Unauthorized Access/Disclosure,Other,No
PR,Business Associate,13336,Unauthorized Access/Disclosure,Paper/Films,Yes
NC,Healthcare Provider,7300,Unauthorized Access/Disclosure,Other,No
ND,Healthcare Provider,2000,Theft,Paper/Films,No
MD,Healthcare Provider,7606,Theft,Email,No
AZ,Business Associate,1456,Theft,Other,Yes
NY,Healthcare Provider,2279,Loss,Other Portable Electronic Device,No
IL,Business Associate,3804,Theft,Laptop,Yes
IL,Business Associate,4837,Theft,Laptop,Yes
GA,Healthcare Provider,1300,Theft,Laptop,No
WI,Healthcare Provider,9328,Theft,Other Portable Electronic Device,No
CA,Healthcare Provider,1039,Loss,Other Portable Electronic Device,No
CA,Healthcare Provider,8294,Theft,"Laptop, Paper/Films",No
NJ,Health Plan,9825,Loss,Other Portable Electronic Device,No
CA,Healthcare Provider,49000,Loss,Other Portable Electronic Device,No
