Name of Covered Entity,State,Covered Entity Type,Individuals Affected,Type of Breach,Location of Breached Information,Business Associate Present
Complete Family Foot Care,NE,Healthcare Provider,5883,Hacking/IT Incident,"Electronic Medical Record, Network Server",No
Illinois Valley Podiatry Group,IL,Healthcare Provider,26588,Hacking/IT Incident,"Electronic Medical Record, Network Server",No
Vidant Health,NC,Healthcare Provider,897,Unauthorized Access/Disclosure,Other,No
Karmanos Cancer Center,MI,Healthcare Provider,2808,Loss,Other Portable Electronic Device,No
Vibrant Body Wellness,CA,Healthcare Provider,726,Theft,"Laptop, Other Portable Electronic Device",No
JASACare,NY,Healthcare Provider,1154,Hacking/IT Incident,Email,No
"Laborers Funds Administrative Office of Northern California, Inc.",CA,Health Plan,2373,Unauthorized Access/Disclosure,Paper/Films,No
Val Verde Regional Medical Center,TX,Healthcare Provider,2000,Hacking/IT Incident,"Desktop Computer, Electronic Medical Record, Email, Laptop, Network Server",No
Bozeman Health Deaconess Hospital,MT,Healthcare Provider,1124,Unauthorized Access/Disclosure,Paper/Films,No
"Morton Medical Center, PLLC",WA,Healthcare Provider,3000,Hacking/IT Incident,"Desktop Computer, Network Server",No
"Pointe Medical Services, Inc.",FL,Healthcare Provider,2000,Theft,"Desktop Computer, Other Portable Electronic Device",No
Einstein Healthcare Network ,PA,Healthcare Provider,2939,Unauthorized Access/Disclosure,Other,No
Sisters of Charity of Leavenworth Health System Health Benefits Plan,CO,Business Associate,540,Unauthorized Access/Disclosure,Paper/Films,Yes
Target Corporation Health Plan,MN,Business Associate,719,Unauthorized Access/Disclosure,Paper/Films,Yes
Pacific Gas and Electric Company,CA,Business Associate,2426,Unauthorized Access/Disclosure,Paper/Films,Yes
RMA Medical Centers of Florida,FL,Healthcare Provider,3906,Theft,Laptop,No
Pain Treatment Centers of America ,AR,Healthcare Provider,19397,Hacking/IT Incident,"Electronic Medical Record, Network Server",No
"Mark Anthony Quintero, M.D., L.L.C.",FL,Healthcare Provider,650,Hacking/IT Incident,Network Server,No
"Sacred Heart Health System, Inc",FL,Healthcare Provider,532,Unauthorized Access/Disclosure,Other,No
United Community & Family Services,CT,Healthcare Provider,1000,Unauthorized Access/Disclosure,Email,No
American Fidelity Assurance Company,OK,Health Plan,2664,Unauthorized Access/Disclosure,Paper/Films,No
Florida Department of Health,FL,Healthcare Provider,1076,Unauthorized Access/Disclosure,Paper/Films,No
Oneida Tribe of Indians of Wisconsin,WI,Healthcare Provider,2734,Theft,"Desktop Computer, Other Portable Electronic Device",No
Atique Orthodontics,OR,Healthcare Provider,1506,Hacking/IT Incident,Desktop Computer,No
Lake Pulmonary Critical Care PA,FL,Healthcare Provider,648,Theft,Paper/Films,No
Lake Pulmonary Critical PA,FL,Healthcare Provider,648,Theft,Paper/Films,No
Wyoming Medical Center,WY,Healthcare Provider,3184,Hacking/IT Incident,Email,No
"Kaiser Foundation Health Plan, Inc.",CA,Business Associate,2451,Theft,Paper/Films,Yes
Edwin Shaw Rehabilitation,OH,Healthcare Provider,975,Loss,Other,No
Mayfield Clinic Inc,OH,Healthcare Provider,23341,Hacking/IT Incident,Email,No
Children's National Medical Center,DC,Healthcare Provider,4107,Unauthorized Access/Disclosure,Network Server,No
Comanche County Hospital Authority,OK,Healthcare Provider,2199,Hacking/IT Incident,Email,No
Northstar Healthcare Acquisitions LLC,TX,Healthcare Provider,19898,Theft,Laptop,No
PruittHealth Home Health -- Low Country,SC,Healthcare Provider,1500,Unauthorized Access/Disclosure,Paper/Films,No
"Southeast Eye Institute, P.A. dba eye Associates of Pinellas",FL,Healthcare Provider,87314,Hacking/IT Incident,Network Server,No
Lafayette Pain Care PC,IN,Healthcare Provider,7500,Hacking/IT Incident,Network Server,No
Pulaski County Special School District-Employee Benefits Division,AR,Health Plan,2602,Unauthorized Access/Disclosure,Email,No
"Imperial Valley Family Care Medical Group, APC",CA,Healthcare Provider,649,Theft,Laptop,No
"Associates In EyeCare, P.S.C.",KY,Healthcare Provider,971,Theft,"Laptop, Other Portable Electronic Device",No
Surgical Care Affiliates,AL,Business Associate,9009,Theft,Laptop,Yes
Complete Chiropractic & Bodywork Therapies,MI,Healthcare Provider,4082,Hacking/IT Incident,"Desktop Computer, Network Server",No
Emergency Room Associates doing business as Emergency Medicine Associates,AZ,Healthcare Provider,1067,Theft,Paper/Films,No
"Tallahassee Memorial HealthCare, Inc.",FL,Healthcare Provider,505,Hacking/IT Incident,Other,No
"Coordinated Health Mutual, Inc.",OH,Health Plan,591,Unauthorized Access/Disclosure,Paper/Films,No
Aflac,GA,Health Plan,930,Unauthorized Access/Disclosure,Paper/Films,No
Berkeley Endocrine Clinic,CA,,1370,Unauthorized Access/Disclosure,Email,Yes
"Keystone Rural Health Consortia, Inc.",PA,Healthcare Provider,800,Theft,"Electronic Medical Record, Paper/Films",No
Integrated Health Solutions PC,PA,Healthcare Provider,19776,Hacking/IT Incident,"Electronic Medical Record, Network Server",No
California Health & Longevity Institute,CA,Healthcare Provider,4386,Unauthorized Access/Disclosure,Electronic Medical Record,No
"Orchid MPS Holdings, LLC Welfare Benefit Plan",MI,Health Plan,771,Unauthorized Access/Disclosure,Paper/Films,No
Washington DC VA Medical Center,DC,Healthcare Provider,1062,Theft,Paper/Films,No
ENT and Allergy Center,AR,Healthcare Provider,16200,Hacking/IT Incident,Network Server,No
"My Pediatrician, PA",FL,Business Associate,2500,Hacking/IT Incident,Network Server,Yes
The University of New Mexico,NM,Healthcare Provider,2827,Unauthorized Access/Disclosure,Paper/Films,No
Vincent Vein Center,CO,Healthcare Provider,2250,Hacking/IT Incident,Electronic Medical Record,No
"Grace Primary Care, PC",TN,Healthcare Provider,6853,Hacking/IT Incident,Network Server,No
Midland County Hospital District d/b/a Midland Memorial Hospital,TX,Healthcare Provider,1468,Unauthorized Access/Disclosure,Paper/Films,No
"Wal-Mart Stores, Inc.",AR,Healthcare Provider,27393,Unauthorized Access/Disclosure,Paper/Films,No
PruittHealth Hospice Beaufort,SC,Healthcare Provider,1437,Unauthorized Access/Disclosure,Paper/Films,No
Saints Mary and Elizabeth Hospital,KY,Healthcare Provider,1682,Unauthorized Access/Disclosure,Email,No
EDWARD G. MYERS D.O. INC,OH,Healthcare Provider,6441,Hacking/IT Incident,Network Server,No
Riverside Health System,VA,Healthcare Provider,578,Unauthorized Access/Disclosure,Paper/Films,No
Laser & Dermatologic Surgery Center ,MO,Healthcare Provider,31000,Hacking/IT Incident,Network Server,No
Kern County Mental Health,CA,Health Plan,1212,Improper Disposal,Paper/Films,No
Texas Health and Human Services Commission,TX,Health Plan,600,Loss,Paper/Films,No
Midland Women's Clinic,TX,Healthcare Provider,717,Unauthorized Access/Disclosure,Paper/Films,No
"Uncommon Care, P.A.",NC,Healthcare Provider,13674,Hacking/IT Incident,Network Server,No
Ceaton C Falgiano,NY,Healthcare Provider,650,Unauthorized Access/Disclosure,Email,No
"Linda J White, DDS, PC",VA,Healthcare Provider,2000,Improper Disposal,Other Portable Electronic Device,No
Massachusetts General Hospital ,MA,Healthcare Provider,4293,Hacking/IT Incident,Network Server,No
Mercy Medical Center Redding,CA,Healthcare Provider,520,Unauthorized Access/Disclosure,Other,No
Dr. Q Pain and Spine d/b/a Arkansas Spine and Pain,AR,Healthcare Provider,17100,Hacking/IT Incident,Network Server,No
"Health Incent, LLC",TN,Healthcare Provider,1100,Hacking/IT Incident,Other,No
"Cefalu Eye-Tech of Green, Inc.",OH,Healthcare Provider,850,Unauthorized Access/Disclosure,Electronic Medical Record,No
"SUNSHINE STATE HEALTH PLAN, INC.",FL,Health Plan,1479,Unauthorized Access/Disclosure,Email,No
Blaine Chiropractic Center,MN,Healthcare Provider,1945,Hacking/IT Incident,Network Server,No
"Lee Rice D.O., Medical Corp DBA Lifewellness Institute",CA,Healthcare Provider,2473,Hacking/IT Incident,Electronic Medical Record,No
Providence Medical Group- Gateway Clinics,OR,Healthcare Provider,5978,Unauthorized Access/Disclosure,Electronic Medical Record,No
"Access Health Care Physicians, LLC",FL,Healthcare Provider,2500,Theft,Paper/Films,No
"Premier Family Care I, Inc.",TX,Healthcare Provider,1326,Unauthorized Access/Disclosure,Paper/Films,No
Brian Halevie-Goldman,CA,Healthcare Provider,2000,Theft,Laptop,No
Sunbury Plaza Dental,OH,Business Associate,7784,Theft,Paper/Films,Yes
"Ambucor Health Solutions, an unincorporated division of The ScottCare Corporation",DE,Business Associate,1679,Unauthorized Access/Disclosure,"Email, Other Portable Electronic Device",Yes
"Caring for Women, PA",TX,Healthcare Provider,697,Unauthorized Access/Disclosure,Email,No
"American Family Care, Inc.",AL,Healthcare Provider,7200,Unauthorized Access/Disclosure,"Electronic Medical Record, Other",No
"Athletes' Performance Los Angeles, LLC",AZ,Healthcare Provider,854,Theft,Laptop,No
Center for Minimmally Invasive Bariatric and General Surgery,PA,Healthcare Provider,992,Unauthorized Access/Disclosure,Email,No
Autism Home Support Services,IL,Healthcare Provider,533,Unauthorized Access/Disclosure,Email,No
Cardiology Associates,MD,Healthcare Provider,907,Unauthorized Access/Disclosure,Email,No
Rotech Healthcare Inc.,FL,Healthcare Provider,957,Unauthorized Access/Disclosure,Paper/Films,No
"Valley Anesthesiology Consultants, Inc. d/b/a Valley Anesthesiology and Pain Consultants",AZ,Healthcare Provider,882590,Hacking/IT Incident,Network Server,No
John E. Gonzalez DDS,CA,Healthcare Provider,1025,Theft,Other Portable Electronic Device,No
Phoenix Dental Care,TN,Healthcare Provider,500,Theft,Paper/Films,No
The Outer Banks Hospital,NC,Healthcare Provider,1000,Loss,Other Portable Electronic Device,No
SCAN Health Plan,CA,Health Plan,87069,Unauthorized Access/Disclosure,Other,No
CalOptima,CA,Health Plan,1000,Unauthorized Access/Disclosure,Other Portable Electronic Device,No
"Summit Medical Group, Inc. dba St. Elizabeth Physicians ",KY,Healthcare Provider,674,Unauthorized Access/Disclosure,Email,No
Planned Parenthood of Greater Washington and North Idaho,WA,Healthcare Provider,10700,Unauthorized Access/Disclosure,Email,No
County of Los Angeles,CA,Healthcare Provider,743,Theft,Paper/Films,No
"Howard R. Jarvis, D.M.D., L.L.C. dba Southwest Portland Dental",OR,Healthcare Provider,1980,Hacking/IT Incident,Network Server,No
"Franciscan Health, Highline Medical Center",WA,Healthcare Provider,18399,Unauthorized Access/Disclosure,Network Server,No
Medical College of Wisconsin,WI,Healthcare Provider,3179,Hacking/IT Incident,Email,No
Geisinger Health Plan,PA,Health Plan,2814,Unauthorized Access/Disclosure,Other,No
Decatur Health Systems ,KS,Healthcare Provider,707,Theft,Paper/Films,No
"Man Alive, Inc. and Lane Treatment Center, LLC",MD,Healthcare Provider,860,Hacking/IT Incident,"Desktop Computer, Electronic Medical Record",No
Public Education Employees' Health Insurance Plan,AL,Health Plan,1349,Unauthorized Access/Disclosure,Network Server,No
Martin Army Community Hospital,GA,Healthcare Provider,1000,Theft,Paper/Films,No
U.S. HealthWorks,CA,Healthcare Provider,1400,Theft,Laptop,No
Codman Square Health Center ,MA,Healthcare Provider,3840,Unauthorized Access/Disclosure,Desktop Computer,No
"Pratap S. Kurra, M.D.",CA,Healthcare Provider,2029,Loss,Paper/Films,No
King of Prussia Dental Associates,PA,Healthcare Provider,16228,Hacking/IT Incident,Network Server,No
"Heritage Medical Partners, LLC",SC,Healthcare Provider,812,Unauthorized Access/Disclosure,Paper/Films,No
"CHI Franciscan Health, St. Clare Hospital and St. Joseph Medical Center",WA,Healthcare Provider,2818,Unauthorized Access/Disclosure,Electronic Medical Record,No
KidsPeace,PA,Healthcare Provider,1456,Loss,Paper/Films,No
Ventura County Health Care Agency,CA,Healthcare Provider,777,Unauthorized Access/Disclosure,Paper/Films,No
McLaren Greater Lansing Cardiovascular Group,MI,Healthcare Provider,1000,Unauthorized Access/Disclosure,"Desktop Computer, Electronic Medical Record, Other",No
USC Keck and Norris Hospitals,CA,Healthcare Provider,16000,Hacking/IT Incident,Network Server,No
Jennie Stuart Medical Center,KY,Healthcare Provider,1500,Hacking/IT Incident,Network Server,No
"Hal Meadows, M.D.",CA,Healthcare Provider,6000,Hacking/IT Incident,Desktop Computer,No
"Central Ohio Urology Group, Inc.",OH,Healthcare Provider,300000,Hacking/IT Incident,Network Server,No
Group Health,WA,Health Plan,668,Unauthorized Access/Disclosure,Paper/Films,No
Prima Medical Foundation ,CA,Healthcare Provider,2933,Hacking/IT Incident,Network Server,No
Marin Healthcare District,CA,Healthcare Provider,2292,Hacking/IT Incident,Network Server,No
Thomasville Eye Center,GA,Healthcare Provider,10891,Unauthorized Access/Disclosure,Desktop Computer,No
San Juan Oncology Associates,NM,Healthcare Provider,500,Hacking/IT Incident,Network Server,No
Urgent Care Clinic of Oxford,MS,Healthcare Provider,64000,Hacking/IT Incident,Network Server,No
"Francisco Jaume, D.O.",AZ,Healthcare Provider,14236,Hacking/IT Incident,Network Server,No
Baxter Regional Medical Center - Home Health Facility,AR,Healthcare Provider,2124,Unauthorized Access/Disclosure,Other,No
Napa Valley Dentistry,CA,Healthcare Provider,4262,Theft,Other,No
"Genesis Physical Therapy, Inc.",CA,Healthcare Provider,2245,Unauthorized Access/Disclosure,Electronic Medical Record,No
Northwest Community Healthcare,IL,Healthcare Provider,540,Unauthorized Access/Disclosure,Other Portable Electronic Device,No
Baxter Healthcare,IL,Healthcare Provider,992,Unauthorized Access/Disclosure,Email,No
"Four Star Drug of Bethany, Inc.",NE,Healthcare Provider,647,Improper Disposal,Paper/Films,No
"You and Your Health Family Care, Inc.",FL,Healthcare Provider,3000,Hacking/IT Incident,Network Server,No
"Harrisonburg OB GYN Associates, P.C.",VA,Healthcare Provider,800,Theft,Electronic Medical Record,No
The Finley Center,NV,Healthcare Provider,3000,Theft,Desktop Computer,No
Florida Hospital Medical Group,FL,Healthcare Provider,6786,Loss,Paper/Films,No
"Silver Creek Fitness & Physical Therapy, Silver Creek Physical Therapy Gilroy, Silver Creek Physical Therapy Sunnyvale, Silver Creek Physical Therapy ",CA,Healthcare Provider,8009,Unauthorized Access/Disclosure,Network Server,No
"Anthem, Inc.",IN,Health Plan,3525,Unauthorized Access/Disclosure,Email,No
Kaiser Foundation Health Plan of the Northwest,OR,Health Plan,544,Unauthorized Access/Disclosure,Network Server,No
"Kaiser Foundation Healthplan, Inc. of Southern California",CA,Health Plan,3044,Unauthorized Access/Disclosure,Network Server,No
"Kaiser Permanente Health Plan, Inc of Northern California",CA,Health Plan,4432,Unauthorized Access/Disclosure,Network Server,No
"HP Enterprise Services, LLC",TX,Business Associate,1235,Theft,Other,Yes
Austin Pulmonary Consultants,TX,Healthcare Provider,889,Improper Disposal,Paper/Films,No
Lister Healthcare,AL,Healthcare Provider,1349,Theft,Laptop,No
Briar Hill Management,MS,Business Associate,2000,Loss,Laptop,Yes
"Lebanon Cardiology Associates, PC",PA,Healthcare Provider,537,Unauthorized Access/Disclosure,Other Portable Electronic Device,No
"Vision Care Florida, LLC",FL,Healthcare Provider,7500,Unauthorized Access/Disclosure,Desktop Computer,No
The Biomechanics LLC,AZ,Healthcare Provider,1049,Hacking/IT Incident,Other,No
Washington National Insurance Company,IN,Health Plan,1458,Theft,Paper/Films,No
Pinellas County Board of County Commissioners,FL,Health Plan,2800,Unauthorized Access/Disclosure,Email,No
OptumHealth New Mexico,MN,Health Plan,2006,Loss,Other Portable Electronic Device,No
"North Texas Heart Center, P.A.",TX,Healthcare Provider,4210,Theft,Other Portable Electronic Device,No
"Stony Brook Internists, University Faculty Practice Corporation (UFPC)",NY,Healthcare Provider,1878,Theft,"Email, Other Portable Electronic Device",No
Berkshire Medical Center,MA,Healthcare Provider,1745,Unauthorized Access/Disclosure,"Email, Other Portable Electronic Device",No
Akron General Medical Center,OH,Healthcare Provider,730,Unauthorized Access/Disclosure,Other Portable Electronic Device,No
"Young Adult Institute, Inc.",NY,Healthcare Provider,913,Theft,Other Portable Electronic Device,No
"Louisiana Health Cooperative, Inc. in Rehabilitation",LA,Health Plan,8000,Hacking/IT Incident,Other,No
Washington Health System,PA,Healthcare Provider,544,Theft,Electronic Medical Record,No
CVS Health,RI,Healthcare Provider,626,Theft,Paper/Films,No
Meigs County EMS,OH,Healthcare Provider,817,Hacking/IT Incident,"Desktop Computer, Email, Network Server",No
"Preventice Services, LLC",TX,Healthcare Provider,6800,Unauthorized Access/Disclosure,Other,No
Black Hawk College,IL,Health Plan,1000,Hacking/IT Incident,Network Server,No
Charles Stamitoles,FL,Healthcare Provider,5600,Improper Disposal,Paper/Films,No
Oak Cliff Orthopaedic Associates,TX,Healthcare Provider,1057,Theft,Paper/Films,No
County of Los Angeles Departments of Health and Mental Health,CA,Healthcare Provider,749017,Hacking/IT Incident,Email,No
"Alliant Health Plans, Inc.",GA,Health Plan,1042,Hacking/IT Incident,Network Server,No
Henry County Health Department,OH,Healthcare Provider,574,Theft,"Electronic Medical Record, Email, Laptop, Paper/Films",No
Community Health Plan of Washington,WA,Health Plan,381504,Hacking/IT Incident,"Network Server, Other",No
ADVANTAGE Health Solutions,IN,Health Plan,2387,Hacking/IT Incident,Network Server,No
"Stephen J. Helvie, M.D.",CA,Healthcare Provider,2013,Theft,Paper/Films,No
PrimeWest Health,MN,Health Plan,2441,Hacking/IT Incident,Network Server,No
"Bryan Myers, MD PC, Ashley DeWitt, DO PC, Michael Nobles, MD PC",TN,Healthcare Provider,13150,Hacking/IT Incident,Network Server,No
"American Urgent Care Center, PSC",KY,Healthcare Provider,822,Theft,Other,No
Complete Wellness,MD,Healthcare Provider,600,Loss,Other Portable Electronic Device,No
"Escambia County Alabama Community Hospitals, Inc. D/B/A Atmore Community Hospital",AL,Healthcare Provider,1090,Unauthorized Access/Disclosure,Electronic Medical Record,No
"TriHealth, Inc.",OH,Healthcare Provider,1126,Unauthorized Access/Disclosure,"Network Server, Paper/Films",No
Associated Catholic Charities Incorporated,MD,Healthcare Provider,1145,Unauthorized Access/Disclosure,Email,No
Stephenville Medical & Surgical Clinic,TX,Healthcare Provider,75000,Unauthorized Access/Disclosure,Desktop Computer,No
Roper St. Francis Healthcare,SC,Healthcare Provider,576,Loss,Other Portable Electronic Device,No
THE R.O.A.D.S. Foundation Inc. DBA R.O.A.D.S. Community Care Clinic,CA,Healthcare Provider,670,Loss,Paper/Films,No
"Synergy Specialists Medical Group, Inc / Jay S. Berenter, DPM",CA,Healthcare Provider,569,Hacking/IT Incident,Email,No
"WellCare Health Plans, Inc.",FL,Health Plan,24809,Hacking/IT Incident,Network Server,No
Walgreen Co.,IL,Healthcare Provider,4500,Unauthorized Access/Disclosure,Paper/Films,No
"Bloom Physical Therapy, LLC dba Physicians Physical Therapy Service",AZ,Healthcare Provider,500,Unauthorized Access/Disclosure,Email,No
Hillsborough County Aging Services Department,FL,Healthcare Provider,650,Loss,Paper/Films,No
Allina Health System,MN,Healthcare Provider,776,Improper Disposal,Paper/Films,No
"West Virginia University Hospitals-East, Inc. DBA University Healthcare",WV,Healthcare Provider,7445,Theft,Electronic Medical Record,No
Memphis VA Medical Center,TN,Healthcare Provider,687,Unauthorized Access/Disclosure,Paper/Films,No
CVS Health,RI,Healthcare Provider,724,Theft,Paper/Films,No
Virginia Commonwealth University Health System,VA,Healthcare Provider,2716,Unauthorized Access/Disclosure,Electronic Medical Record,No
Houston Methodist Hospital,TX,Healthcare Provider,1417,Unauthorized Access/Disclosure,Email,No
"Rocky Mountain Health Maintenance Organization, Inc.",CO,Health Plan,1320,Unauthorized Access/Disclosure,Paper/Films,No
Highland Rivers Community Service Board,GA,Healthcare Provider,967,Unauthorized Access/Disclosure,Paper/Films,No
Women's Care of Somerset,KY,Healthcare Provider,1806,Unauthorized Access/Disclosure,Email,No
"Amedisys West Virginia, LLC",WV,Healthcare Provider,611,Improper Disposal,Paper/Films,No
Iowa Veterans Home,IA,Healthcare Provider,2969,Unauthorized Access/Disclosure,Email,No
Memorial Hospital Clinic South,TX,Healthcare Provider,842,Hacking/IT Incident,"Electronic Medical Record, Network Server",No
AeroCare Holdings,FL,Healthcare Provider,860,Unauthorized Access/Disclosure,Email,No
Arizona Department of Health Services,AZ,Healthcare Provider,2500,Loss,Paper/Films,No
Advanced ENT Head & Neck Surgery,CA,Healthcare Provider,15000,Theft,"Desktop Computer, Electronic Medical Record, Email, Laptop, Other, Other Portable Electronic Device, Paper/Films",No
"Amy E. Carter, MD d/b/a Cove Family and Sports Medicine ",AL,Healthcare Provider,4300,Hacking/IT Incident,Network Server,No
"Krichev Family Medicine, P.C.",AL,Healthcare Provider,4300,Hacking/IT Incident,Network Server,No
Texas Health and Human Services,TX,Health Plan,1842,Improper Disposal,Paper/Films,No
Baptist Medical Center South,FL,Healthcare Provider,531,Loss,Other Portable Electronic Device,No
"WellCare Health Plans, Inc.",FL,Health Plan,1214,Unauthorized Access/Disclosure,Paper/Films,No
